204513,TQP1835,Samson Best,Y4431,Toolbelt,Home Improvement,Electronic Benefits Transfer (EBT),6,257,2021-04-13 3:29,China,Beijing,amazon.com,JKBFCKDPDN,Y,
563404,VEQ7387,Inez Owen,S2277,Cough Drops,"Pharmacy, Health and Wellness",Benefit Card,7,192,2021-06-03 5:00,Mozambique,Maputo,shopify.com,OELPYRWQZU,N,low balance 
124865,JXJ5334,Daryl Baldwin,W3758,Xbox,Toys and Video Games,Paypal,4,59,2021-12-16 18:28,Namibia,Windhoek,alibaba.com,STHTQNVBJT,N,insufficient fund
128379,JPQ4264,Inga Leonard,K4332,Razor,Beauty and Personal Care,Affirm Monthly Payments,2,7,2021-08-29 11:34,Honduras,Tegucigalpa,alibaba.com,QQQWLXECTZ,N,authentication denied 
399744,AVD1888,Lacy Mclean,Y4337,Cereal,Grocery,Electronic Benefits Transfer (EBT),6,77,2021-10-24 21:36,Kenya,Nairobi,samsclub.com,NLCPUMCZRT,N,incorrect card number 
366165,GMN7533,Jessica Robinson,Q2565,Diapers,Baby,Paypal,6,241,2021-03-13 20:54,Costa Rica,San Jose,walmart.com.mx,OOGIQDGGYI,Y,
411571,XYO4747,Ishmael Roy,N7792,Monopoly,Toys and Video Games,Paypal,7,98,2021-02-07 19:12,Swaziland,Mbabane,samsclub.com,SSMLOUHWMI,N,billing address not matching
273195,IYC3850,Solomon Reid,C7533,Chair,Home Furniture and Appliances ,Gift Card,8,264,2021-12-25 16:00,Namibia,Windhoek,massmart.co.za,UVWPRQNLJC,Y,
232906,PKK9657,Adrienne Shields,E2235,Cat Tower,Pets,Debit Card,4,119,2021-06-08 1:15,Nicaragua,Managua,walmart.cn,ITRJADYDJB,Y,
874622,BZM8127,Thane Shaw,C5625,Toolbelt,Home Improvement,Paypal,9,79,2021-10-26 21:10,Namibia,Windhoek,lider.cl,AQBRHKCLDC,N,invalid pin
537246,FWQ2858,Malcolm Montoya,K9663,Razor,Beauty and Personal Care,Electronic Benefits Transfer (EBT),4,158,2021-08-10 12:13,Guatemala,Guatemala City,massmart.co.za,UGXBZSFDDZ,Y,
359807,DVB3353,Xenos Dorsey,X3657,Phone,Electronics,Benefit Card,2,175,2021-09-03 14:42,United States,Bentonville,walmart.com.mx,ZIPWJXXMVG,N,incorrect card number 
270319,PRU5189,Rama Graham,J5562,Cough Drops,"Pharmacy, Health and Wellness",Credit Card,7,33,2021-07-06 8:33,Ghana,Accra,etsy.com,QSRRALHLGK,N,invalid CVV
985901,QUK8248,Colin Powers,W4696,Monopoly,Toys and Video Games,Paypal,9,82,2021-12-02 2:32,Nigeria,Lagos,walmart.cn,WMUFCXFMLF,Y,
469059,QKN2178,Mechelle York,S6567,Pants,Apparels,Affirm Monthly Payments,7,37,2021-07-25 17:57,Lesotho,Maseru,amazon.com,NQRPLIWYJO,Y,
996517,FEO2782,Zeph Swanson,L4678,Razor,Beauty and Personal Care,Paypal,1,300,2021-01-04 21:45,Tanzania,Dar es Salaam,walmart.us,NEJKYIHAXX,Y,
438417,MBJ7369,Tanner Odom,U3846,Blanket,Household Essentials,Credit Card,8,209,2021-02-08 16:54,India,Mumbai,alibaba.com,XUEPPHPWDM,Y,
356664,JWI4072,Patricia Duran,E4062,Xbox,Toys and Video Games,Gift Card,6,209,2021-09-07 17:46,Ghana,Accra,alibaba.com,BOGHCHCSGL,N,authentication denied 
544765,UOU2732,Quail York,F0350,Shirt,Apparels,Paypal,6,119,2021-04-01 7:57,Botswana,Gaborone,amazon.com,QEOVHOPKNU,Y,
151871,QYX2261,Jerry Hoover,J6472,Razor,Beauty and Personal Care,Gift Card,7,31,2021-03-08 17:58,Guatemala,Guatemala City,amazon.com,TXNDFBPROD,Y,
309707,EHC5332,Lara Guerra,O4486,Xbox,Toys and Video Games,Debit Card,7,228,2021-11-10 0:04,Mexico,Mexico City,walmart.com.mx,AMQODDYYRY,Y,
960556,HDF2638,Armando Boyd,Z2535,Table,Home Furniture and Appliances ,Benefit Card,7,146,2021-05-12 20:43,Swaziland,Mbabane,ebay.com,LVLNZTEIPG,N,invalid pin
550333,MVX4734,Omar Wells,T7318,Tire,Automotive,Benefit Card,6,139,2021-09-25 12:40,Canada,Toronto,flipcart.com,GREMODNLHS,N,authentication denied 
338425,HIL3456,Wayne Flynn,J1176,Xbox,Toys and Video Games,Credit Card,6,274,2021-07-08 3:23,Nigeria,Lagos,ebay.com,RGRTWCOAYT,N,invalid expiration date 
174339,CFJ8771,Edan Arnold,R8531,Towel,Household Essentials,Electronic Benefits Transfer (EBT),2,61,2021-01-06 17:36,Ghana,Accra,samsclub.com,ORRPLOPKKD,Y,
655801,VTI6582,Ursula Puckett,L7025,Cereal,Grocery,Credit Card,1,278,2021-08-03 0:15,Kenya,Nairobi,walmart.us,EPGBBLRIKH,N,invalid expiration date 
519457,BVZ6421,Chiquita Blankenship,A1666,Collar,Pets,Electronic Benefits Transfer (EBT),9,258,2021-12-30 23:04,Tanzania,Dar es Salaam,walmart.cn,YRSJMUDJKB,Y,
106987,WDQ4853,Jessamine Porter,S8417,Diapers,Baby,Benefit Card,6,256,2021-08-30 23:50,Nigeria,Lagos,lider.cl,UIPVQIMJQU,N,incorrect card number 
919729,OOF6868,Dorian Hansen,X8415,Cat Tower,Pets,Affirm Monthly Payments,8,29,2021-06-23 19:07,Uganda,Kampala,flipcart.com,MLMTEDEOJJ,Y,
631332,RWK7211,Tanya Silva,Y2335,Bottle,Baby,Paypal,3,199,2021-05-01 18:20,India,Mumbai,flipcart.com,CLNBVDPHJC,N,invalid expiration date 
266659,IXL6338,Aladdin Doyle,P8313,Tire,Automotive,Affirm Monthly Payments,6,121,2021-11-16 10:56,Chile,Santiago,ebay.com,QXQHREZJQA,Y,
211116,RBC3633,Adrienne Hines,F2188,Shampoo,Beauty and Personal Care,Paypal,8,103,2021-02-20 12:42,Mexico,Mexico City,massmart.co.za,RCXQTPUEZT,Y,
521138,EYU8675,Byron Mcbride,I6591,Monopoly,Toys and Video Games,Gift Card,7,95,2021-04-08 15:26,Canada,Toronto,walmart.com.mx,YRGXCNSGGF,N,invalid CVV
271154,URC7207,Elvis Trevino,V8393,Bottle,Baby,Electronic Benefits Transfer (EBT),8,129,2021-01-10 7:23,Uganda,Kampala,shopify.com,JYFIOEIYPF,Y,
404763,FSR0976,Rhoda Winters,Q1410,Cereal,Grocery,Affirm Monthly Payments,9,148,2021-04-23 7:46,India,Mumbai,lider.cl,YGWIZNIEAF,N,authentication denied 
747659,RHJ7672,Beatrice Kline,X0328,Razor,Beauty and Personal Care,Debit Card,7,217,2021-10-16 7:52,Honduras,Tegucigalpa,samsclub.com,KJJTKRMTEY,N,invalid pin
882322,MWI7062,Oprah Pierce,B2838,Shirt,Apparels,Benefit Card,3,71,2021-07-06 15:06,Zambia,Lusaka,shopify.com,ZGYFSGJTRN,Y,
614436,DDD5388,Stewart Campos,O1645,Phone,Electronics,Affirm Monthly Payments,7,251,2021-06-23 17:07,Lesotho,Maseru,amazon.com,FPAWPGPHOO,N,billing address not matching
778811,RJD4397,Gisela Mays,J0389,Bread,Grocery,Credit Card,9,142,2021-07-29 17:37,Costa Rica,San Jose,shopify.com,YXTTELKFIU,N,billing address not matching
937926,NVY2224,Carly Mclaughlin,O3855,Bottle,Baby,Paypal,8,215,2021-04-21 15:21,India,Mumbai,walmart.us,UKJDRVEABP,N,invalid expiration date 
337452,HFW6967,Raya Lyons,B6342,Jack,Automotive,Electronic Benefits Transfer (EBT),7,227,2021-02-01 22:00,Malawi,Lilongwe,flipcart.com,LFQISTUFCT,N,invalid expiration date 
450538,UWH6326,Barry Blake,M6913,Razor,Beauty and Personal Care,Debit Card,3,234,2021-02-15 5:41,Mozambique,Maputo,samsclub.com,AKWYECCUYS,N,billing address not matching
909039,NOD9225,Celeste Burks,O8561,Seeds,Patio and Garden,Gift Card,8,285,2021-06-15 21:50,India,Mumbai,shopify.com,MSRLHDZORD,N,invalid expiration date 
652936,KGU4161,Angela Dale,E1758,Soccerball,Sports and Outdoors,Electronic Benefits Transfer (EBT),8,268,2021-09-29 14:16,Honduras,Tegucigalpa,alibaba.com,JUBIQPAOLX,Y,
504204,GOX4514,Steel Sexton,K2498,Cat Tower,Pets,Credit Card,4,32,2021-12-07 11:50,Tanzania,Dar es Salaam,walmart.cn,DMCKTDMTYG,N,billing address not matching
896151,VKE4568,Alfonso Kelly,Z6590,Cereal,Grocery,Gift Card,2,216,2021-03-31 5:48,United States,Bentonville,samsclub.com,ZVXVXGWDDP,N,insufficient fund
291454,FGX1883,Adam Chen,V6289,Formula,Baby,Credit Card,2,34,2021-11-09 18:59,Botswana,Gaborone,walmart.cn,EMPIAUFWOO,Y,
473743,KBJ7659,Trevor Herrera,X2517,Saw,Home Improvement,Electronic Benefits Transfer (EBT),2,110,2021-05-01 21:37,Tanzania,Dar es Salaam,lider.cl,GMFNGTNVAL,N,billing address not matching
243804,KBH3744,Rooney Walls,J6075,Lightbulb,Household Essentials,Paypal,5,163,2021-07-24 22:44,Lesotho,Maseru,etsy.com,EYLENXXBYL,N,authentication denied 
380608,NKH6983,Joy Mckinney,O6847,Shampoo,Beauty and Personal Care,Affirm Monthly Payments,7,142,2021-09-10 16:57,Kenya,Nairobi,samsclub.com,ZVDKNAKSQT,N,billing address not matching
489113,VAI5358,Michael Stevens,B2544,Blender,Home Furniture and Appliances ,Paypal,5,194,2021-09-08 15:32,Kenya,Nairobi,lider.cl,MBXYRDBORL,N,invalid pin
720183,SIS7364,Cole Kirkland,O7132,Toolbelt,Home Improvement,Benefit Card,7,207,2021-03-23 5:03,Canada,Toronto,flipcart.com,VVBSFEJMNX,N,invalid CVV
789863,NBK7429,Maryam Mckay,R2883,Apple,Grocery,Paypal,2,180,2021-02-27 6:25,Guatemala,Guatemala City,ebay.com,QTYXTCWEDF,N,invalid CVV
289514,CVK0716,Wallace Pearson,U6838,Collar,Pets,Benefit Card,3,209,2021-10-02 16:38,Zambia,Lusaka,walmart.com.mx,HSJPNEXRRE,N,billing address not matching
717111,IIZ5557,Ava Kline,N5704,Chair,Home Furniture and Appliances ,Benefit Card,7,118,2021-11-10 14:45,Honduras,Tegucigalpa,walmart.cn,BPHGBMZSDU,Y,
266556,AUQ4645,Ursa Barr,L3837,Tire,Automotive,Electronic Benefits Transfer (EBT),2,64,2021-02-10 2:27,Canada,Toronto,walmart.ca,GNUWLGMTGL,Y,
481762,BQZ1878,Ivy Salazar,R7834,Tire,Automotive,Gift Card,2,182,2021-12-22 19:08,Mozambique,Maputo,shopify.com,RNCHAFYBEO,N,invalid expiration date 
789850,DKM2207,Candice Mann,R5744,Shampoo,Beauty and Personal Care,Debit Card,6,147,2021-08-21 1:49,Botswana,Gaborone,walmart.us,PDLQXYTPFY,Y,
369017,PTO2417,Molly Bryant,N8716,Blender,Home Furniture and Appliances ,Benefit Card,9,7,2021-03-23 7:14,Ghana,Accra,walmart.cn,WBSXPRKJVD,N,invalid pin
199168,UEY8236,Yen Dennis,Q5148,Shirt,Apparels,Gift Card,4,75,2021-03-10 19:25,Costa Rica,San Jose,walmart.cn,XYBJSSIQKU,N,billing address not matching
245450,QUM4635,Knox Kent,D4213,Jack,Automotive,Debit Card,2,246,2021-01-25 12:48,Mozambique,Maputo,lider.cl,AFMWKOOYHW,N,low balance 
696971,SUP7894,Jin Vincent,L6838,Apple,Grocery,Benefit Card,3,22,2021-03-14 0:47,Kenya,Nairobi,walmart.us,ICHYCTHQMI,Y,
518184,PSG5780,Timothy Byers,Y3875,Bread,Grocery,Gift Card,6,293,2021-06-02 8:44,Uganda,Kampala,walmart.com.mx,NMZAUTOFLF,N,invalid pin
717766,VQY4954,Burke Lara,S7247,Protein,"Pharmacy, Health and Wellness",Debit Card,7,296,2021-01-14 20:44,Mozambique,Maputo,amazon.com,KVHUCDSJUC,N,invalid expiration date 
373703,GWH5473,John Johns,G7165,Basketball,Sports and Outdoors,Electronic Benefits Transfer (EBT),4,203,2021-06-11 15:48,Uganda,Kampala,samsclub.com,ILJPNVYKRD,Y,
149138,KQU5617,Alexander Goodwin,D5079,Toolbelt,Home Improvement,Electronic Benefits Transfer (EBT),4,28,2021-07-28 9:32,Malawi,Lilongwe,etsy.com,ESWMATSJTU,N,invalid CVV
854556,LSF7318,Althea Stephens,T1300,Saw,Home Improvement,Affirm Monthly Payments,9,161,2021-08-15 6:07,Chile,Santiago,samsclub.com,YQXFRNMTIB,N,low balance 
323979,UVH7322,Luke Calderon,E4228,Chair,Home Furniture and Appliances ,Credit Card,7,11,2021-11-10 23:52,Guatemala,Guatemala City,walmart.us,LBPYETEPLU,Y,
691930,WMZ8005,Paul Walter,B8302,Lightbulb,Household Essentials,Electronic Benefits Transfer (EBT),7,99,2021-04-20 11:42,Ghana,Accra,massmart.co.za,COZKMLWUVE,Y,
298910,EPS3766,Carl Aguilar,I9237,Saw,Home Improvement,Credit Card,3,293,2021-12-19 19:36,Uganda,Kampala,walmart.cn,WJAOWSFXTQ,Y,
794966,ULF2117,Jamal Suarez,W6452,Soccerball,Sports and Outdoors,Electronic Benefits Transfer (EBT),1,290,2021-12-01 13:38,Namibia,Windhoek,samsclub.com,PJNEPSKJFQ,N,invalid CVV
682578,TMQ5646,Richard Montgomery,S7780,Table,Home Furniture and Appliances ,Paypal,1,138,2021-07-09 15:08,Canada,Toronto,samsclub.com,DFOHKIMODD,Y,
485925,NQS5277,Shoshana Dean,K4881,Chew Toy,Pets,Paypal,6,240,2021-09-06 8:30,Kenya,Nairobi,ebay.com,RTDUEIJEEQ,Y,
544119,GGX6450,Avye Taylor,N7852,Hammer,Home Improvement,Affirm Monthly Payments,8,275,2021-06-16 12:08,Swaziland,Mbabane,shopify.com,DWNJXTHFEY,N,insufficient fund
758601,UYX3582,Montana Munoz,R3875,Xbox,Toys and Video Games,Affirm Monthly Payments,4,261,2021-06-11 18:42,South Africa,Johannesburg,ebay.com,BOEYNJEKTY,N,low balance 
580173,XLD4672,Yvonne Lyons,X5215,Soap,Beauty and Personal Care,Gift Card,2,43,2021-01-10 11:32,Malawi,Lilongwe,samsclub.com,XUKZQLQTSO,Y,
951611,ENC4339,Joan Campos,I7256,Laptop,Electronics,Credit Card,9,47,2021-11-11 18:35,Lesotho,Maseru,alibaba.com,CLVJCYIXDW,Y,
615967,VST6183,Gary Benton,M5083,Bread,Grocery,Gift Card,4,185,2021-07-23 6:21,Chile,Santiago,massmart.co.za,CCWJIJODYP,Y,
473762,IRU3356,Charity Morrison,R7036,Shirt,Apparels,Affirm Monthly Payments,9,60,2021-05-27 22:08,Nigeria,Lagos,amazon.com,VIGOTUWFDO,Y,
758676,JFU8637,Alea Mathews,T2093,Cough Drops,"Pharmacy, Health and Wellness",Affirm Monthly Payments,3,57,2021-06-03 10:36,United States,Bentonville,walmart.ca,KGCFBUKVRG,N,invalid CVV
537730,KIV6201,Aimee Mcconnell,R5513,Chair Cover,Patio and Garden,Gift Card,2,112,2021-09-12 8:41,Chile,Santiago,massmart.co.za,KHSUPVJIIT,N,invalid expiration date 
460444,PYQ3286,Cassady White,W0528,Pants,Apparels,Electronic Benefits Transfer (EBT),2,128,2021-08-15 3:31,Zambia,Lusaka,walmart.us,WNKDUNIIOP,N,invalid pin
757087,XEQ5268,Jena Frank,T1348,Cat Tower,Pets,Affirm Monthly Payments,3,126,2021-10-19 12:52,India,Mumbai,amazon.com,JCIQSPVJVC,N,invalid expiration date 
460829,SSC0512,Sopoline Hopper,A4155,Basketball,Sports and Outdoors,Debit Card,5,83,2021-02-13 21:52,Uganda,Kampala,walmart.ca,TQIPIPJOLF,N,invalid expiration date 
265960,JBU4605,Hedy Alvarado,C8565,Chair Cover,Patio and Garden,Debit Card,9,231,2021-07-02 15:50,South Africa,Johannesburg,amazon.com,FPDEMZZYXH,Y,
644688,VIR7355,Teagan Copeland,P5367,Cereal,Grocery,Electronic Benefits Transfer (EBT),3,9,2021-02-24 11:42,Namibia,Windhoek,amazon.com,HPERHGBTXV,Y,
549896,MPO4756,Lewis Banks,C1847,Blanket,Household Essentials,Credit Card,2,160,2021-03-15 8:14,United States,Bentonville,walmart.cn,YPSKJIPULR,N,invalid CVV
707582,RHX5221,Mariam Bird,B1858,Bread,Grocery,Debit Card,8,78,2021-11-27 1:02,Zambia,Lusaka,walmart.ca,YJEVCWPIZG,Y,
615163,MTR6812,Berk Hendrix,Y6143,Formula,Baby,Benefit Card,6,114,2021-03-21 8:14,Chile,Santiago,flipcart.com,WGOJMTZKFJ,Y,
437506,FTM2387,Callum Mcclure,L5122,Pants,Apparels,Benefit Card,6,265,2021-07-01 9:51,Kenya,Nairobi,amazon.com,DJACBGODBO,Y,
637389,BVN6291,Beverly Mcdaniel,C4073,Monopoly,Toys and Video Games,Gift Card,7,201,2021-03-29 2:09,Mexico,Mexico City,massmart.co.za,DYYNWQMEGS,Y,
608653,LDM2666,Naomi Walls,R6766,Collar,Pets,Electronic Benefits Transfer (EBT),2,163,2021-11-02 11:24,El Salvador,San Salvador,walmart.cn,XZGOZBIFOJ,N,authentication denied 
397790,TPT5388,Brent Cook,Y4192,Cereal,Grocery,Affirm Monthly Payments,5,70,2021-12-23 4:26,Mexico,Mexico City,walmart.ca,PZWRJTRKUS,Y,
178891,IQH7694,Tanek Oneal,D5263,Formula,Baby,Benefit Card,6,102,2021-09-08 8:32,South Africa,Johannesburg,walmart.ca,EQSAWXOEJE,N,billing address not matching
831346,VEL8315,Margaret Skinner,L2483,Collar,Pets,Debit Card,8,210,2021-04-09 7:49,Malawi,Lilongwe,walmart.cn,YNMCQRIDNO,Y,
178400,UHC8752,Yardley Richmond,B5357,Hammer,Home Improvement,Debit Card,7,288,2021-06-30 0:50,Tanzania,Dar es Salaam,amazon.com,BJVOJCSZBE,Y,
779048,HOQ4118,Tallulah Dunn,O5155,Ipod,Electronics,Electronic Benefits Transfer (EBT),4,166,2021-11-11 9:13,El Salvador,San Salvador,walmart.com.mx,KLNVVCBVGB,Y,
215443,HVV8547,Merrill Blackwell,D2150,Toolbelt,Home Improvement,Affirm Monthly Payments,3,168,2021-03-01 1:10,Nicaragua,Managua,walmart.us,RBXPIXWRIV,N,billing address not matching
182488,EHG1375,Illiana Benjamin,W8137,Saw,Home Improvement,Electronic Benefits Transfer (EBT),6,128,2021-01-15 14:48,China,Beijing,walmart.ca,WTBAOVBFCD,N,authentication denied 
334064,NNR5696,Wylie Potter,I8628,Lightbulb,Household Essentials,Gift Card,7,287,2021-03-25 5:47,China,Beijing,walmart.ca,SLMEGKJXMC,Y,
594251,GLI5778,Rylee Buckley,B9348,Monopoly,Toys and Video Games,Benefit Card,6,6,2021-10-01 7:15,Namibia,Windhoek,flipcart.com,WFNWVIDLRF,Y,
199020,DIH2574,Flavia Cleveland,G3351,Tylenol,"Pharmacy, Health and Wellness",Benefit Card,7,39,2021-02-22 7:20,Botswana,Gaborone,alibaba.com,XTQXYVAPUQ,N,insufficient fund
971601,XTP1363,Jael Vaughan,T1151,Razor,Beauty and Personal Care,Debit Card,7,283,2021-06-01 21:51,Uganda,Kampala,alibaba.com,OVHLPOHMYP,Y,
245618,CVV7872,Aquila Randall,L4219,Toolbelt,Home Improvement,Credit Card,3,171,2021-01-02 17:04,Chile,Santiago,samsclub.com,SSNSBSLKLE,Y,
944125,HVL8682,Blossom Odom,W8594,Cough Drops,"Pharmacy, Health and Wellness",Affirm Monthly Payments,2,46,2021-01-07 4:45,Uganda,Kampala,massmart.co.za,NVXMOZSISN,Y,
426319,HCP5462,Kylee Patrick,C3821,Seeds,Patio and Garden,Benefit Card,7,85,2021-03-08 5:24,Botswana,Gaborone,walmart.cn,FKLLJCDAOZ,Y,
783207,NFG6913,Vernon Hunt,U6289,Shampoo,Beauty and Personal Care,Electronic Benefits Transfer (EBT),5,248,2021-10-01 4:56,Honduras,Tegucigalpa,etsy.com,NIBEFFQTSE,N,insufficient fund
429964,RSE6629,Nicholas Barlow,K5452,Bread,Grocery,Credit Card,4,134,2021-12-04 3:56,Guatemala,Guatemala City,flipcart.com,PZZIPUDWQW,N,invalid CVV
156560,WOM5736,Jorden Goodwin,E4484,Phone,Electronics,Paypal,2,86,2021-01-25 15:51,Canada,Toronto,ebay.com,FXKZFKETNM,Y,
265801,OXK2186,Mohammad Dickerson,V5163,Tire,Automotive,Gift Card,1,206,2021-11-17 19:08,Botswana,Gaborone,lider.cl,XQRVHVQQIU,Y,
864204,TUB4042,Zelenia Harrison,Y3526,Shampoo,Beauty and Personal Care,Affirm Monthly Payments,8,16,2021-02-22 17:55,South Africa,Johannesburg,walmart.cn,SBEHPKGYDN,Y,
882049,YGA6442,Stephanie Gallegos,P4797,Barbie,Toys and Video Games,Affirm Monthly Payments,8,6,2021-12-07 16:00,El Salvador,San Salvador,samsclub.com,WPMUDERHHT,N,billing address not matching
903735,YJN4095,Aristotle Schultz,P5457,Towel,Household Essentials,Gift Card,6,28,2021-11-24 19:17,Malawi,Lilongwe,etsy.com,BGLOVYORUF,Y,
717681,YKY9380,Stone Marks,O5238,Tire,Automotive,Gift Card,7,146,2021-12-10 17:32,Honduras,Tegucigalpa,etsy.com,BVNHIUVPUX,Y,
692150,NTI9151,Chloe May,P3283,Chew Toy,Pets,Credit Card,3,165,2021-09-02 15:48,Mexico,Mexico City,massmart.co.za,NAVTCNYQSV,N,incorrect card number 
646722,WFN1984,Ora Serrano,F2534,Apple,Grocery,Affirm Monthly Payments,7,123,2021-02-21 7:03,Canada,Toronto,walmart.com.mx,DWCCQKGWFG,Y,
190010,DLQ6583,Ulla Leblanc,T0571,Soap,Beauty and Personal Care,Debit Card,1,223,2021-01-17 5:07,Mexico,Mexico City,walmart.us,PLUKDWLYXT,N,invalid expiration date 
706474,AFR2575,Addison Keller,Z5204,Tire,Automotive,Credit Card,2,233,2021-08-03 20:05,Nigeria,Lagos,walmart.com.mx,WTAHBMNGJA,N,invalid expiration date 
675083,JIM8518,Quintessa Mann,B5470,Soap,Beauty and Personal Care,Electronic Benefits Transfer (EBT),5,268,2021-04-19 6:26,Namibia,Windhoek,walmart.us,GZIMXMCDCU,N,invalid expiration date 
477241,GFI7663,Flynn Merritt,X4828,Shirt,Apparels,Paypal,2,72,2021-03-15 3:10,Swaziland,Mbabane,etsy.com,YLBFAROIVK,Y,
178838,NPX8814,Solomon Mccullough,I7789,Towel,Household Essentials,Affirm Monthly Payments,4,36,2021-08-01 22:27,Ghana,Accra,etsy.com,ZXZKLFBSIK,N,invalid CVV
498629,ORO3912,Zane Mcneil,C2278,Diapers,Baby,Benefit Card,4,20,2021-05-24 4:51,China,Beijing,walmart.ca,OWYKFMDIVH,Y,
654181,UVU1685,Elvis Wyatt,H7775,Shampoo,Beauty and Personal Care,Credit Card,7,226,2021-02-14 4:14,Botswana,Gaborone,massmart.co.za,HJJRSENVLP,N,invalid pin
361379,IMS6278,Adam Ferguson,L3349,Chair Cover,Patio and Garden,Affirm Monthly Payments,4,38,2021-04-17 10:24,China,Beijing,etsy.com,XXBLRWZSPX,N,insufficient fund
438849,QFC1118,Tana Rutledge,Y5367,Blanket,Household Essentials,Debit Card,7,5,2021-08-28 13:57,South Africa,Johannesburg,walmart.com.mx,AKQNZTXBGJ,N,invalid pin
960152,HRT8156,Amethyst Goodman,O5774,Diapers,Baby,Credit Card,8,299,2021-09-30 22:41,Nigeria,Lagos,massmart.co.za,GBNPJWHUMG,N,billing address not matching
933297,RHI7501,Keiko Daniel,Y4713,Hammer,Home Improvement,Gift Card,8,54,2021-03-01 17:19,Ghana,Accra,walmart.ca,MGOVEGHTSK,N,invalid expiration date 
866296,VOT5047,Jordan Hansen,X8073,Cushion,Automotive,Paypal,4,152,2021-05-04 7:57,Honduras,Tegucigalpa,ebay.com,HBMBGNSKFG,N,insufficient fund
339742,QAN5429,Nero Graham,F3311,Barbie,Toys and Video Games,Gift Card,7,14,2021-04-01 8:13,Guatemala,Guatemala City,etsy.com,ADZTIOCXFN,N,authentication denied 
408599,OXX8868,Rebekah Figueroa,D5183,Monopoly,Toys and Video Games,Electronic Benefits Transfer (EBT),7,150,2021-08-03 16:28,Zambia,Lusaka,ebay.com,FSZZSVIXMP,Y,
282533,UTQ9466,Sasha Mooney,V9474,Table,Home Furniture and Appliances ,Paypal,3,22,2021-03-31 19:34,India,Mumbai,walmart.cn,YVKGGPWGBS,Y,
